,year_month,customer_id,count
288,201804,AS786819,4
289,201804,AS790905,3
290,201804,AS795406,3
291,201804,AS798945,6
292,201804,AS799981,8
293,201804,AS800531,7
294,201804,AS811755,6
295,201804,AS812685,5
296,201804,AS814944,2
297,201804,AS818410,4
298,201804,AS823436,10
299,201804,AS824458,5
300,201804,AS826583,2
301,201804,AS828426,1
302,201804,AS834214,3
303,201804,AS834706,5
304,201804,AS838065,8
305,201804,AS840069,9
306,201804,AS842977,3
307,201804,AS844339,4
308,201804,AS846781,5
309,201804,AS857207,6
310,201804,AS860362,9
311,201804,AS866446,5
312,201804,AS867281,4
313,201804,AS868124,6
314,201804,AS868530,5
315,201804,AS869895,4
316,201804,AS870817,5
317,201804,AS873051,6
318,201804,AS875048,5
319,201804,AS879331,7
320,201804,AS886138,8
321,201804,AS886872,8
322,201804,AS888896,3
323,201804,AS890023,3
324,201804,AS896608,4
325,201804,AS897421,9
326,201804,AS902294,7
327,201804,AS913753,2
328,201804,AS914290,4
329,201804,AS917021,3
330,201804,AS918302,6
331,201804,AS920111,10
332,201804,AS924898,9
333,201804,AS925243,1
334,201804,AS926099,4
335,201804,AS926104,3
336,201804,AS928923,5
337,201804,AS929382,1
338,201804,AS929514,9
339,201804,AS931323,2
340,201804,AS931712,4
341,201804,AS933597,4
342,201804,AS934534,4
343,201804,AS936602,5
344,201804,AS938269,3
345,201804,AS941998,8
346,201804,AS942939,4
347,201804,AS945488,6
348,201804,AS946582,2
349,201804,AS950313,4
350,201804,AS957024,4
351,201804,AS961301,5
352,201804,AS963520,9
353,201804,AS969133,5
354,201804,AS970810,6
355,201804,AS977127,7
356,201804,AS978283,3
357,201804,AS980426,4
358,201804,AS981537,6
359,201804,AS984922,4
360,201804,AS988792,5
361,201804,AS988921,4
362,201804,AS992593,8
363,201804,AS992895,9
364,201804,AS994696,7
365,201804,AS995937,8
366,201804,AS997107,9
367,201804,AS998566,7
368,201804,GD001473,7
369,201804,GD001777,3
370,201804,GD004422,4
371,201804,GD009242,7
372,201804,GD010455,7
373,201804,GD012037,8
374,201804,GD020270,3
375,201804,GD022268,1
376,201804,GD024299,6
377,201804,GD025393,5
378,201804,GD029159,3
379,201804,GD032887,9
380,201804,GD038969,6
381,201804,GD039425,7
382,201804,GD040768,5
383,201804,GD045563,6
384,201804,GD049091,3
385,201804,GD057803,3
386,201804,GD059086,6
387,201804,GD064521,7
388,201804,GD065188,7
389,201804,GD067591,6
390,201804,GD069878,5
391,201804,GD070247,5
392,201804,GD080608,6
393,201804,GD081993,3
394,201804,GD082396,6
395,201804,GD083655,5
396,201804,GD084870,3
397,201804,GD085038,6
398,201804,GD086589,2
399,201804,GD086932,3
400,201804,GD087620,5
401,201804,GD094886,5
402,201804,GD095067,2
403,201804,GD098851,10
404,201804,GD099906,7
405,201804,GD100850,6
406,201804,GD106268,5
407,201804,GD106824,3
408,201804,GD109842,7
409,201804,GD110372,8
410,201804,GD112262,10
411,201804,GD114852,9
412,201804,GD115359,5
413,201804,GD115456,7
414,201804,GD125079,7
415,201804,GD126264,3
416,201804,GD126553,4
417,201804,GD134164,6
418,201804,GD138948,5
419,201804,GD139130,7
420,201804,GD141355,5
421,201804,GD141776,6
422,201804,GD149816,4
423,201804,GD151877,8
424,201804,GD152639,3
425,201804,GD155364,4
426,201804,GD161261,6
427,201804,GD163149,5
428,201804,GD163914,4
429,201804,GD164396,6
430,201804,GD165203,8
431,201804,GD171613,6
432,201804,GD172092,9
433,201804,GD172600,6
434,201804,GD173197,5
435,201804,GD174095,2
436,201804,GD174951,5
437,201804,GD176879,8
438,201804,GD181791,5
439,201804,GD182990,4
440,201804,GD183457,5
441,201804,GD191107,3
442,201804,GD191589,5
443,201804,GD194770,5
444,201804,GD198467,6
445,201804,GD206745,8
446,201804,GD210507,8
447,201804,GD212992,5
448,201804,GD214739,3
449,201804,GD216317,5
450,201804,GD221439,4
451,201804,GD223514,7
452,201804,GD227601,5
453,201804,GD228250,7
454,201804,GD230002,7
455,201804,GD230222,9
456,201804,GD235669,5
457,201804,GD238607,4
458,201804,GD238730,7
459,201804,GD257285,4
460,201804,GD257904,5
461,201804,GD258009,5
462,201804,GD261077,5
463,201804,GD262737,8
464,201804,GD266112,3
465,201804,GD269619,3
466,201804,GD280871,1
467,201804,GD283160,2
468,201804,GD283718,3
469,201804,GD289305,2
470,201804,GD292781,3
471,201804,GD295789,7
472,201804,GD296025,7
473,201804,GD296555,1
474,201804,GD297149,2
475,201804,GD298325,4
476,201804,GD306378,8
477,201804,GD311895,8
478,201804,GD316957,5
479,201804,GD323300,4
480,201804,GD323923,3
481,201804,GD325128,3
482,201804,GD325851,10
483,201804,GD326524,7
484,201804,GD332587,1
485,201804,GD332889,4
486,201804,GD341063,8
487,201804,GD343618,6
488,201804,GD350258,1
489,201804,GD350549,7
490,201804,GD360440,4
491,201804,GD361244,3
492,201804,GD362521,4
493,201804,GD364043,5
494,201804,GD366297,7
495,201804,GD370248,2
496,201804,GD373372,8
497,201804,GD375438,4
498,201804,GD376049,8
499,201804,GD378149,11
500,201804,GD381952,7
501,201804,GD382390,4
502,201804,GD387236,6
503,201804,GD390290,11
504,201804,GD390442,1
505,201804,GD394435,5
506,201804,GD398206,7
507,201804,GD401034,4
508,201804,GD401728,8
509,201804,GD406715,7
510,201804,GD408230,10
511,201804,GD411680,5
512,201804,GD413362,7
513,201804,GD418230,8
514,201804,GD420163,1
515,201804,GD428351,3
516,201804,GD434239,4
517,201804,GD437531,3
518,201804,GD438627,8
519,201804,GD439332,4
520,201804,GD452640,8
521,201804,GD454723,2
522,201804,GD455671,5
523,201804,GD459648,9
524,201804,GD462611,4
525,201804,GD470986,3
526,201804,GD471767,8
527,201804,GD475433,9
528,201804,GD477802,8
529,201804,GD479069,6
530,201804,GD479253,8
531,201804,GD479679,3
532,201804,GD484864,8
533,201804,GD489148,5
534,201804,GD489678,5
535,201804,GD492710,6
536,201804,GD513608,9
537,201804,GD516585,5
538,201804,GD518115,6
539,201804,GD531348,11
540,201804,GD531554,4
541,201804,GD536257,4
542,201804,GD537137,7
543,201804,GD537233,8
544,201804,GD555235,4
545,201804,GD558480,4
546,201804,GD563129,5
547,201804,GD563242,13
548,201804,GD573130,1
549,201804,GD574013,6
550,201804,GD574177,7
551,201804,GD574697,3
552,201804,GD574867,7
553,201804,GD574913,4
554,201804,GD575423,9
555,201804,GD582469,7
556,201804,GD585679,6
557,201804,GD587474,8
558,201804,GD589615,5
559,201804,GD598089,4
560,201804,GD600460,1
561,201804,GD614242,6
562,201804,GD615902,6
563,201804,GD619319,8
564,201804,GD620721,5
565,201804,GD620805,6
566,201804,GD622254,5
567,201804,GD623309,7
568,201804,GD624477,3
569,201804,GD628310,7
570,201804,GD631254,6
571,201804,GD635322,5
572,201804,GD635509,6
573,201804,GD638385,3
574,201804,GD639016,3
575,201804,GD639344,2
576,201804,GD639619,9
577,201804,GD640316,3
578,201804,GD646501,10
579,201804,GD648354,6
580,201804,GD649455,6
581,201804,GD655061,1
582,201804,GD665518,7
583,201804,GD670693,6
584,201804,GD671138,2
585,201804,GD672003,6
586,201804,GD672303,7
587,201804,GD673835,3
588,201804,GD676928,8
589,201804,GD687485,5
590,201804,GD687670,6
591,201804,GD691243,6
592,201804,GD693914,5
593,201804,GD695696,3
594,201804,GD699747,7
595,201804,GD699826,7
596,201804,GD700587,7
597,201804,GD700613,2
598,201804,GD701512,5
599,201804,GD703244,6
600,201804,GD703449,5
601,201804,GD705390,3
602,201804,GD710390,4
603,201804,GD711631,2
604,201804,GD716223,11
605,201804,GD719026,9
606,201804,GD719151,7
607,201804,GD721751,7
608,201804,GD725111,1
609,201804,GD728611,5
610,201804,GD728833,2
611,201804,GD733240,5
612,201804,GD735013,6
613,201804,GD741058,5
614,201804,GD749335,9
615,201804,GD754725,3
616,201804,GD761011,8
617,201804,GD762120,3
618,201804,GD762671,12
619,201804,GD763218,3
620,201804,GD763258,3
621,201804,GD766190,5
622,201804,GD768522,6
623,201804,GD768855,4
624,201804,GD770166,1
625,201804,GD781025,4
626,201804,GD784657,8
627,201804,GD788407,6
628,201804,GD788422,6
629,201804,GD796301,7
630,201804,GD804357,4
631,201804,GD806895,7
632,201804,GD807714,9
633,201804,GD809807,7
634,201804,GD809947,10
635,201804,GD812059,6
636,201804,GD812702,6
637,201804,GD812922,7
638,201804,GD813654,2
639,201804,GD825223,7
640,201804,GD837157,6
641,201804,GD840219,2
642,201804,GD843424,3
643,201804,GD843695,5
644,201804,GD844529,5
645,201804,GD849803,2
646,201804,GD852474,6
647,201804,GD859439,3
648,201804,GD862018,3
649,201804,GD862639,3
650,201804,GD866704,7
651,201804,GD868389,6
652,201804,GD868574,3
653,201804,GD869479,8
654,201804,GD870808,8
655,201804,GD873389,4
656,201804,GD876521,9
657,201804,GD877201,9
658,201804,GD879805,6
659,201804,GD881679,2
660,201804,GD883603,5
661,201804,GD885447,9
662,201804,GD886475,3
663,201804,GD887148,6
664,201804,GD897249,9
665,201804,GD900956,2
666,201804,GD903830,6
667,201804,GD908843,5
668,201804,GD911889,8
669,201804,GD912745,6
670,201804,GD914874,4
671,201804,GD915723,6
672,201804,GD921810,7
673,201804,GD930782,6
674,201804,GD933293,3
675,201804,GD934041,3
676,201804,GD943344,9
677,201804,GD946202,4
678,201804,GD947493,4
679,201804,GD951332,8
680,201804,GD960674,10
681,201804,GD962470,7
682,201804,GD964685,4
683,201804,GD966172,3
684,201804,GD967749,5
685,201804,GD968549,4
686,201804,GD969310,4
687,201804,GD970368,5
688,201804,GD972640,6
689,201804,GD973384,8
690,201804,GD975752,6
691,201804,GD979485,7
692,201804,GD987989,8
693,201804,GD994213,1
694,201804,GD998772,9
695,201804,HD000022,4
696,201804,HD003152,5
697,201804,HD006808,6
698,201804,HD012547,5
699,201804,HD012845,5
700,201804,HD014166,6
701,201804,HD019297,4
702,201804,HD020326,6
703,201804,HD024127,6
704,201804,HD030810,4
705,201804,HD032015,7
706,201804,HD035366,7
707,201804,HD035838,7
708,201804,HD037991,3
709,201804,HD044222,4
710,201804,HD044319,5
711,201804,HD048025,4
712,201804,HD052411,6
713,201804,HD052466,7
714,201804,HD053694,8
715,201804,HD055368,8
716,201804,HD055792,7
717,201804,HD056820,6
718,201804,HD068817,8
719,201804,HD069512,3
720,201804,HD069655,9
721,201804,HD069769,9
722,201804,HD070115,2
723,201804,HD074397,4
724,201804,HD074404,7
725,201804,HD079011,4
726,201804,HD084175,5
727,201804,HD089565,4
728,201804,HD094887,1
729,201804,HD095957,4
730,201804,HD096925,4
731,201804,HD096953,6
732,201804,HD099859,4
733,201804,HD101700,3
734,201804,HD101792,5
735,201804,HD104614,8
736,201804,HD109539,7
737,201804,HD112851,7
738,201804,HD113386,4
739,201804,HD117235,6
740,201804,HD120698,6
741,201804,HD121067,8
742,201804,HD124235,4
743,201804,HD124700,5
744,201804,HD126441,5
745,201804,HD134052,4
746,201804,HD134433,1
747,201804,HD134597,3
748,201804,HD137947,6
749,201804,HD139654,6
750,201804,HD140190,7
751,201804,HD145501,4
752,201804,HD146199,10
753,201804,HD147072,8
754,201804,HD148659,5
755,201804,HD155154,6
756,201804,HD156305,9
757,201804,HD160543,11
758,201804,HD165212,6
759,201804,HD167407,8
760,201804,HD171678,1
761,201804,HD176214,3
762,201804,HD177050,5
763,201804,HD182637,2
764,201804,HD184011,6
765,201804,HD186795,5
766,201804,HD188491,5
767,201804,HD194702,3
768,201804,HD200554,3
769,201804,HD200782,6
770,201804,HD203527,8
771,201804,HD206448,7
772,201804,HD210141,7
773,201804,HD214175,7
774,201804,HD216701,6
775,201804,HD218552,10
776,201804,HD218670,2
777,201804,HD218970,8
778,201804,HD242691,8
779,201804,HD244526,6
780,201804,HD245568,7
781,201804,HD250394,3
782,201804,HD252906,4
783,201804,HD253398,2
784,201804,HD256907,6
785,201804,HD262708,2
786,201804,HD262908,2
787,201804,HD263348,8
788,201804,HD264361,5
789,201804,HD268516,4
790,201804,HD268534,9
791,201804,HD272401,8
792,201804,HD277392,8
793,201804,HD280205,3
794,201804,HD281795,5
795,201804,HD285695,6
796,201804,HD287652,4
797,201804,HD289026,7
798,201804,HD290947,7
799,201804,HD292217,5
800,201804,HD293656,8
801,201804,HD294856,1
802,201804,HD295267,10
803,201804,HD295608,6
804,201804,HD296157,2
805,201804,HD296847,4
806,201804,HD298120,5
807,201804,HD305029,3
808,201804,HD307544,4
809,201804,HD309501,5
810,201804,HD312137,4
811,201804,HD313841,5
812,201804,HD314081,10
813,201804,HD315748,8
814,201804,HD316308,5
815,201804,HD319220,5
816,201804,HD320060,7
817,201804,HD321275,8
818,201804,HD321813,9
819,201804,HD327348,6
820,201804,HD327582,7
821,201804,HD332594,5
822,201804,HD333051,9
823,201804,HD333063,3
824,201804,HD333544,6
825,201804,HD333962,4
826,201804,HD335580,3
827,201804,HD338262,2
828,201804,HD338928,4
829,201804,HD344670,2
830,201804,HD344852,3
831,201804,HD348931,6
832,201804,HD349501,6
833,201804,HD351145,7
834,201804,HD351414,5
835,201804,HD359876,9
836,201804,HD361714,6
837,201804,HD364928,7
838,201804,HD364970,11
839,201804,HD369528,7
840,201804,HD372669,5
841,201804,HD374247,6
842,201804,HD376302,6
843,201804,HD378274,5
844,201804,HD379875,6
845,201804,HD385904,2
846,201804,HD387344,4
847,201804,HD391766,2
848,201804,HD394739,9
849,201804,HD397050,4
850,201804,HD402002,9
851,201804,HD403941,9
852,201804,HD405727,5
853,201804,HD408536,8
854,201804,HD410257,3
855,201804,HD412914,4
856,201804,HD424190,4
857,201804,HD426886,10
858,201804,HD430949,5
859,201804,HD432390,4
860,201804,HD434034,5
861,201804,HD434417,7
862,201804,HD435871,3
863,201804,HD436260,5
864,201804,HD437482,8
865,201804,HD453100,7
866,201804,HD453390,6
867,201804,HD454734,7
868,201804,HD455858,3
869,201804,HD456541,6
870,201804,HD457136,7
871,201804,HD458438,4
872,201804,HD459783,5
873,201804,HD460027,8
874,201804,HD465982,8
875,201804,HD467920,8
876,201804,HD471103,7
877,201804,HD472052,4
878,201804,HD472114,3
879,201804,HD475088,8
880,201804,HD476406,8
881,201804,HD476620,6
882,201804,HD477288,5
883,201804,HD478215,8
884,201804,HD484088,3
885,201804,HD487840,7
886,201804,HD487976,8
887,201804,HD491284,8
888,201804,HD492524,1
889,201804,HD493357,9
890,201804,HD498491,8
891,201804,HD508159,3
892,201804,HD509061,9
893,201804,HD509520,8
894,201804,HD511288,5
895,201804,HD513936,2
896,201804,HD516059,3
897,201804,HD523855,9
898,201804,HD528660,5
899,201804,HD530464,2
900,201804,HD532552,5
901,201804,HD537011,7
902,201804,HD537465,6
903,201804,HD541285,6
904,201804,HD542886,1
905,201804,HD544369,3
906,201804,HD550869,4
907,201804,HD552859,8
908,201804,HD557689,6
909,201804,HD559223,5
910,201804,HD561131,5
911,201804,HD561337,2
912,201804,HD561717,6
913,201804,HD566204,4
914,201804,HD567544,3
915,201804,HD571515,6
916,201804,HD572934,5
917,201804,HD573624,5
918,201804,HD574185,4
919,201804,HD576900,4
920,201804,HD580454,10
921,201804,HD581148,7
922,201804,HD587331,9
923,201804,HD595882,10
924,201804,HD597545,4
925,201804,HD600586,9
926,201804,HD611284,6
927,201804,HD617077,1
928,201804,HD618344,10
929,201804,HD619719,4
930,201804,HD620437,9
931,201804,HD623640,7
932,201804,HD624279,6
933,201804,HD625027,5
934,201804,HD625038,5
935,201804,HD631824,7
936,201804,HD634356,7
937,201804,HD634523,7
938,201804,HD640143,11
939,201804,HD642174,8
940,201804,HD643188,8
941,201804,HD647688,7
942,201804,HD649306,3
943,201804,HD651604,11
944,201804,HD652153,1
945,201804,HD653952,4
946,201804,HD660433,6
947,201804,HD661448,5
948,201804,HD666225,5
949,201804,HD666936,11
950,201804,HD671982,5
951,201804,HD672719,5
952,201804,HD673900,9
953,201804,HD677309,6
954,201804,HD677310,10
955,201804,HD685879,6
956,201804,HD691471,10
957,201804,HD691675,7
958,201804,HD692017,6
959,201804,HD693609,10
960,201804,HD699115,4
961,201804,HD703830,6
962,201804,HD707231,9
963,201804,HD708558,5
964,201804,HD710658,8
965,201804,HD712372,10
966,201804,HD715012,7
967,201804,HD717249,10
968,201804,HD719737,8
969,201804,HD720343,4
970,201804,HD721014,6
971,201804,HD722558,11
972,201804,HD722956,6
973,201804,HD725527,3
974,201804,HD727444,8
975,201804,HD727632,8
976,201804,HD730447,4
977,201804,HD733934,6
978,201804,HD734129,6
979,201804,HD734433,6
980,201804,HD739338,6
981,201804,HD742096,5
982,201804,HD743252,6
983,201804,HD744684,9
984,201804,HD745359,7
985,201804,HD747377,4
986,201804,HD749546,6
987,201804,HD753835,5
988,201804,HD759692,7
989,201804,HD760983,6
990,201804,HD762188,3
991,201804,HD765436,8
992,201804,HD765554,10
993,201804,HD766838,8
994,201804,HD767334,7
995,201804,HD767925,4
996,201804,HD768386,5
997,201804,HD769845,7
998,201804,HD771279,5
999,201804,HD772140,5
1000,201804,HD775663,5
1001,201804,HD777083,7
1002,201804,HD778015,5
1003,201804,HD782984,7
1004,201804,HD788375,7
1005,201804,HD792156,7
1006,201804,HD793729,7
1007,201804,HD799859,7
1008,201804,HD801142,2
1009,201804,HD801821,6
1010,201804,HD802058,5
1011,201804,HD802475,3
1012,201804,HD805772,3
1013,201804,HD807397,3
1014,201804,HD807553,4
1015,201804,HD809345,8
1016,201804,HD810948,6
1017,201804,HD812799,5
1018,201804,HD814444,12
1019,201804,HD819739,3
1020,201804,HD822643,4
1021,201804,HD822984,8
1022,201804,HD823097,2
1023,201804,HD824079,8
1024,201804,HD826767,5
1025,201804,HD831023,6
1026,201804,HD834340,4
1027,201804,HD834387,8
1028,201804,HD837482,8
1029,201804,HD842881,7
1030,201804,HD845119,2
1031,201804,HD845666,6
1032,201804,HD845983,6
1033,201804,HD847713,4
1034,201804,HD848426,7
1035,201804,HD849426,6
1036,201804,HD852520,8
1037,201804,HD853800,7
1038,201804,HD858116,9
1039,201804,HD862235,4
1040,201804,HD862369,2
1041,201804,HD862903,4
1042,201804,HD864300,6
1043,201804,HD867363,8
1044,201804,HD867526,5
1045,201804,HD874104,5
1046,201804,HD875558,6
1047,201804,HD876492,9
1048,201804,HD877359,6
1049,201804,HD882805,2
1050,201804,HD888412,6
1051,201804,HD893022,6
1052,201804,HD893931,6
1053,201804,HD894390,2
1054,201804,HD894637,3
1055,201804,HD896542,5
1056,201804,HD901734,7
1057,201804,HD903528,5
1058,201804,HD907996,5
1059,201804,HD914078,3
1060,201804,HD920211,4
1061,201804,HD921002,6
1062,201804,HD925731,6
1063,201804,HD935075,5
1064,201804,HD944583,6
1065,201804,HD952062,2
1066,201804,HD952315,5
1067,201804,HD957073,5
1068,201804,HD957429,8
1069,201804,HD959899,4
1070,201804,HD961587,5
1071,201804,HD964603,2
1072,201804,HD973885,4
1073,201804,HD974505,4
1074,201804,HD981197,7
1075,201804,HD981504,2
1076,201804,HD981821,6
1077,201804,HD981950,5
1078,201804,HD982676,2
1079,201804,HD982934,7
1080,201804,HD984626,4
1081,201804,HD984838,6
1082,201804,HD988129,5
1083,201804,HD995428,6
1084,201804,HD997786,9
1085,201804,HI001877,7
1086,201804,HI003514,3
1087,201804,HI013994,3
1088,201804,HI014891,12
1089,201804,HI015767,9
1090,201804,HI020083,3
1091,201804,HI020478,8
1092,201804,HI024535,8
1093,201804,HI027437,9
1094,201804,HI035448,2
1095,201804,HI047229,3
1096,201804,HI048967,8
1097,201804,HI049184,8
1098,201804,HI050493,3
1099,201804,HI056567,8
1100,201804,HI059355,7
1101,201804,HI060044,1
1102,201804,HI061526,2
1103,201804,HI066401,3
1104,201804,HI069246,3
1105,201804,HI069935,4
1106,201804,HI072340,6
1107,201804,HI073600,7
1108,201804,HI084482,5
1109,201804,HI085532,7
1110,201804,HI086872,4
1111,201804,HI088281,7
1112,201804,HI088451,5
1113,201804,HI089467,6
1114,201804,HI092194,6
1115,201804,HI098767,5
1116,201804,HI100579,1
1117,201804,HI101829,10
1118,201804,HI104906,5
1119,201804,HI106422,7
1120,201804,HI107999,7
1121,201804,HI108402,1
1122,201804,HI109765,4
1123,201804,HI113055,3
1124,201804,HI121657,8
1125,201804,HI128243,3
1126,201804,HI128344,4
1127,201804,HI140097,10
1128,201804,HI140455,1
1129,201804,HI142283,5
1130,201804,HI142296,5
1131,201804,HI142388,6
1132,201804,HI142725,2
1133,201804,HI145167,9
1134,201804,HI146430,5
1135,201804,HI147428,3
1136,201804,HI150416,7
1137,201804,HI150906,5
1138,201804,HI151205,3
1139,201804,HI151334,6
1140,201804,HI151922,2
1141,201804,HI153809,4
1142,201804,HI155985,4
1143,201804,HI158085,6
1144,201804,HI161247,7
1145,201804,HI162012,6
1146,201804,HI162853,5
1147,201804,HI166285,2
1148,201804,HI168292,4
1149,201804,HI169357,7
1150,201804,HI169908,1
1151,201804,HI173027,6
